,count,user
3472,1760,U4737@DOM1
1192,4174,U4738@DOM1
1340,3840,U4739@DOM1
4856,1080,U473@DOM1
6259,535,U4740@DOM1
3226,1910,U4741@DOM1
2848,2126,U4742@DOM1
8156,139,U4744@DOM1
5382,847,U4745@DOM1
10335,13,U4746@DOM1
9885,26,U4747@DOM1
3569,1707,U4749@DOM1
4331,1327,U474@DOM1
3884,1548,U4750@DOM1
10336,13,U4751@DOM1
2092,2752,U4753@DOM1
5524,793,U4754@DOM1
1237,4040,U4755@DOM1
4733,1132,U4756@DOM1
5127,954,U4757@DOM1
8930,69,U4758@DOM1
6470,472,U4759@DOM1
2626,2282,U475@DOM1
4320,1330,U4760@DOM1
1154,4262,U4762@DOM1
10148,17,U4763@DOM1
5587,767,U4764@DOM1
4693,1151,U4765@C11488
4878,1071,U4766@DOM1
3237,1898,U4767@DOM1
5538,788,U4768@DOM1
4027,1468,U4769@DOM1
1087,4491,U476@DOM1
6281,527,U4770@DOM1
1919,2937,U4771@DOM1
2750,2197,U4772@DOM1
5356,857,U4773@DOM1
7641,210,U4776@DOM1
1940,2915,U4777@DOM1
4530,1225,U4778@DOM1
2603,2292,U4779@DOM1
5795,694,U477@DOM1
1351,3818,U4780@DOM1
2903,2097,U4781@DOM1
2053,2801,U4782@DOM1
2613,2287,U4783@DOM1
925,5138,U4784@DOM1
2832,2139,U4785@DOM1
7029,320,U4786@DOM1
5904,653,U4787@DOM1
6924,345,U4788@DOM1
9562,37,U4789@DOM1
4488,1248,U478@DOM1
3778,1608,U4790@DOM1
3310,1860,U4792@DOM1
5520,795,U4793@DOM1
8595,99,U4794@DOM1
291,19782,U4795@DOM1
7986,161,U4796@DOM1
2700,2232,U4797@DOM1
1937,2916,U4798@DOM1
4980,1015,U4799@DOM1
5820,685,U479@DOM1
87,45525,U47@DOM1
9803,29,U4800@DOM1
3610,1686,U4802@DOM1
2689,2236,U4803@DOM1
4379,1300,U4804@DOM1
8400,116,U4805@DOM1
6254,538,U4806@DOM1
7263,273,U4807@DOM1
5763,702,U4808@DOM1
2310,2539,U4809@DOM1
2713,2220,U4810@DOM1
5905,652,U4811@DOM1
772,6214,U4812@DOM1
5456,821,U4813@DOM1
3957,1510,U4814@DOM1
3744,1624,U4815@DOM1
2023,2824,U4816@DOM1
4552,1214,U4817@DOM1
1258,3976,U4818@DOM1
5281,886,U4819@DOM1
2487,2388,U481@DOM1
7910,171,U4820@DOM1
4490,1246,U4821@DOM1
2276,2569,U4822@DOM1
3238,1897,U4823@DOM1
8377,118,U4824@DOM1
4404,1285,U4825@DOM1
7563,221,U4826@DOM1
5749,707,U4827@DOM1
6537,449,U4828@C5037
8193,136,U4828@DOM1
2775,2174,U4829@DOM1
5811,689,U482@DOM1
8447,112,U4830@C11684
8203,135,U4830@C15374
5994,621,U4830@C21192
4151,1408,U4831@DOM1
1272,3957,U4832@DOM1
122,35569,U4833@DOM1
2070,2777,U4834@DOM1
1994,2850,U4835@DOM1
1314,3881,U4836@DOM1
3090,1987,U4837@DOM1
5377,849,U4838@DOM1
2313,2535,U4839@DOM1
4649,1173,U483@DOM1
4861,1078,U4841@DOM1
6055,604,U4842@DOM1
6110,589,U4843@DOM1
5871,666,U4844@DOM1
7591,217,U4846@DOM1
4732,1132,U4847@DOM1
4696,1150,U4848@DOM1
5910,651,U4849@C11827
1554,3411,U484@DOM1
4635,1180,U4850@DOM1
4336,1323,U4851@DOM1
1534,3439,U4852@DOM1
4996,1009,U4854@DOM1
4263,1355,U4856@DOM1
1200,4158,U4857@DOM1
8594,99,U4858@DOM1
3667,1664,U4859@DOM1
2136,2710,U485@DOM1
1809,3072,U4860@DOM1
6931,343,U4861@DOM1
6506,460,U4862@DOM1
5284,884,U4863@DOM1
7086,308,U4865@DOM1
113,36837,U4866@DOM1
4603,1194,U4867@DOM1
2255,2588,U4868@DOM1
5729,714,U486@C18304
7235,279,U486@DOM1
5401,840,U4870@DOM1
3611,1686,U4871@DOM1
5192,925,U4872@DOM1
2392,2463,U4873@DOM1
7345,259,U4874@C11714
1896,2960,U4875@DOM1
5890,658,U4876@DOM1
7955,166,U4877@DOM1
8677,89,U4878@DOM1
1697,3214,U4879@DOM1
8250,130,U487@DOM1
1715,3189,U4880@DOM1
4504,1238,U4881@DOM1
532,10308,U4882@DOM1
1522,3464,U4884@DOM1
3543,1722,U4885@DOM1
6308,519,U4886@DOM1
7523,227,U4887@DOM1
3020,2029,U4888@DOM1
2264,2575,U4889@DOM1
983,4846,U488@DOM1
4159,1402,U4890@DOM1
8367,119,U4892@DOM1
197,30325,U4893@DOM1
6505,460,U4895@DOM1
4744,1128,U4896@DOM1
3158,1944,U4897@DOM1
5317,872,U4898@DOM1
3219,1912,U4899@DOM1
6078,599,U489@DOM1
10369,11,U48@DOM1
5473,816,U4900@DOM1
9157,56,U4901@DOM1
5418,833,U4902@DOM1
3577,1703,U4903@DOM1
6056,604,U4904@DOM1
9181,55,U4905@DOM1
5045,992,U4906@DOM1
6233,545,U4907@DOM1
10218,15,U4908@DOM1
10057,20,U4909@DOM1
7717,199,U490@DOM1
219,28736,U4910@DOM1
6875,357,U4911@DOM1
7799,186,U4913@DOM1
4769,1119,U4915@DOM1
8684,88,U4916@DOM1
6645,416,U4917@DOM1
123,35514,U4918@DOM1
4685,1154,U4919@DOM1
3112,1974,U491@DOM1
3453,1770,U4920@DOM1
2328,2521,U4921@DOM1
8849,74,U4922@DOM1
2018,2826,U4923@DOM1
5426,831,U4924@DOM1
9866,26,U4925@DOM1
1367,3767,U4926@DOM1
9634,34,U4927@DOM1
3467,1765,U4928@DOM1
2246,2594,U4929@DOM1
6760,385,U492@DOM1
831,5723,U4930@DOM1
8417,115,U4931@DOM1
427,13756,U4932@DOM1
1805,3075,U4933@DOM1
8134,143,U4934@DOM1
2233,2603,U4935@DOM1
3183,1933,U4936@DOM1
4605,1192,U4937@DOM1
5731,714,U4938@DOM1
6767,383,U4939@DOM1
6785,379,U493@DOM1
1070,4548,U4940@DOM1
4743,1128,U4942@DOM1
3929,1522,U4943@DOM1
6160,571,U4944@DOM1
6414,490,U4945@DOM1
1841,3024,U4946@DOM1
5571,775,U4947@DOM1
4826,1092,U4948@DOM1
3429,1781,U4949@DOM1
418,14289,U494@DOM1
9977,23,U4950@C11918
2570,2319,U4952@DOM1
241,25059,U4953@DOM1
4717,1139,U4954@DOM1
8745,83,U4955@DOM1
5832,679,U4956@DOM1
4050,1456,U4957@DOM1
1231,4064,U4958@DOM1
7035,318,U4959@DOM1
4421,1275,U495@DOM1
2194,2637,U4960@DOM1
1255,3986,U4961@DOM1
1530,3446,U4962@DOM1
9237,52,U4963@DOM1
2468,2404,U4964@DOM1
5527,792,U4965@DOM1
2349,2502,U4966@DOM1
5908,651,U4967@DOM1
4665,1164,U4968@DOM1
3311,1859,U4969@DOM1
6771,382,U496@DOM1
2875,2110,U4970@DOM1
7445,239,U4973@DOM1
296,19427,U4974@DOM1
1868,2987,U4975@DOM1
2288,2561,U4976@DOM1
4203,1381,U4977@DOM1
4710,1143,U4978@DOM1
7691,203,U4979@DOM1
1721,3182,U497@DOM1
3901,1539,U4981@DOM1
2028,2819,U4982@DOM1
5665,736,U4983@DOM1
2823,2145,U4984@DOM1
3072,1997,U4985@DOM1
740,6744,U4986@DOM1
2344,2507,U4987@DOM1
4695,1151,U4988@DOM1
10345,12,U4989@DOM1
5565,776,U498@DOM1
7176,290,U4990@DOM1
9159,56,U4991@DOM1
5149,943,U4992@DOM1
1304,3896,U4993@DOM1
6102,592,U4994@DOM1
3175,1937,U4996@DOM1
745,6595,U4997@DOM1
8326,122,U4998@DOM1
1865,2989,U4999@DOM1
3795,1597,U49@DOM1
2944,2072,U5000@DOM1
5540,787,U5001@DOM1
9205,54,U5003@DOM1
5582,770,U5004@DOM1
5442,828,U5006@DOM1
585,9199,U5007@DOM1
1482,3537,U5008@DOM1
10617,1,U5009@C1042
9828,28,U5009@C1576
10372,11,U5009@C1608
9346,45,U5009@C2039
10391,10,U5009@C337
10472,8,U5009@C3699
630,8369,U5009@DOM1
6796,377,U5009@DOM2
4201,1382,U500@DOM1
5752,706,U5010@DOM1
6030,612,U5012@DOM1
7404,249,U5013@DOM1
2223,2610,U5014@DOM1
4684,1154,U5015@DOM1
7451,238,U5016@DOM1
2955,2069,U5017@DOM1
4343,1318,U5018@DOM1
3788,1601,U5019@DOM1
383,16127,U501@DOM1
1657,3267,U5020@DOM1
2651,2261,U5021@DOM1
7405,249,U5023@DOM1
5268,890,U5024@DOM1
4060,1450,U5025@DOM1
8084,149,U5026@DOM1
1157,4255,U5027@DOM1
2886,2107,U5028@DOM1
2117,2728,U5029@DOM1
5177,930,U502@DOM1
4221,1373,U5030@DOM1
5743,709,U5031@DOM1
7766,190,U5032@DOM1
8037,154,U5033@C12141
2122,2725,U5034@DOM1
3533,1728,U5035@DOM1
196,30330,U5036@DOM1
1995,2849,U5037@DOM1
10324,13,U5038@DOM1
3735,1628,U5039@DOM1
9602,36,U503@C4921
4406,1284,U503@DOM1
589,9085,U5040@DOM1
4768,1119,U5041@DOM1
4019,1470,U5042@DOM1
2938,2075,U5043@DOM1
2343,2507,U5044@DOM1
6489,465,U5046@DOM1
719,7006,U5047@DOM1
5874,665,U5048@DOM1
1415,3658,U5049@DOM1
3734,1628,U504@DOM1
5982,623,U5050@DOM1
5942,638,U5051@DOM1
6961,336,U5052@DOM1
3883,1549,U5053@DOM1
5591,766,U5054@DOM1
4347,1318,U5055@DOM1
4948,1029,U5056@DOM1
4834,1087,U5057@DOM1
5968,629,U5058@DOM1
1060,4586,U5059@DOM1
3371,1814,U505@DOM1
4765,1119,U5060@DOM1
6435,482,U5061@DOM1
6475,471,U5062@DOM1
6139,576,U5063@DOM1
1620,3338,U5064@DOM1
2562,2324,U5065@DOM1
8073,150,U5066@DOM1
1957,2897,U5067@DOM1
5427,830,U5068@DOM1
1184,4184,U5069@DOM1
7466,236,U506@DOM1
6440,482,U5071@DOM1
4883,1067,U5072@DOM1
4633,1180,U5074@DOM1
2191,2639,U5075@DOM1
6959,336,U5076@DOM1
6914,346,U5077@DOM1
7548,224,U5078@DOM1
7667,206,U5079@DOM1
645,8180,U507@DOM1
26,101985,U5080@DOM1
4244,1363,U5082@DOM1
1736,3166,U5084@DOM1
6680,405,U5085@DOM1
2857,2119,U5086@DOM1
2031,2818,U5087@DOM1
594,9021,U5088@DOM1
4565,1208,U5089@C11551
3750,1621,U508@DOM1
5809,689,U5090@DOM1
3654,1671,U5091@DOM1
9766,29,U5092@DOM1
1341,3839,U5093@DOM1
2095,2751,U5094@DOM1
1414,3660,U5095@DOM1
2995,2047,U5096@DOM1
747,6543,U5097@DOM1
6064,602,U5098@DOM1
3051,2013,U5099@DOM1
4549,1215,U509@DOM1
5049,991,U50@DOM1
3625,1679,U5100@DOM1
285,20068,U5102@DOM1
2341,2508,U5103@DOM1
5063,986,U5104@DOM1
6356,505,U5105@DOM1
2020,2825,U5106@DOM1
5746,708,U5107@DOM1
3701,1645,U5108@DOM1
2544,2342,U5109@DOM1
1521,3465,U510@DOM1
8701,86,U5110@DOM1
8579,100,U5111@DOM1
2595,2300,U5113@DOM1
5793,694,U5114@DOM1
8976,66,U5116@DOM1
9109,58,U5117@DOM1
9946,24,U5118@DOM1
5232,908,U5119@DOM1
120,36063,U511@DOM1
6907,349,U5120@DOM1
3262,1886,U5121@DOM1
1453,3591,U5122@DOM1
5096,970,U5123@DOM1
5368,852,U5125@DOM1
3203,1921,U5126@DOM1
5122,956,U5127@DOM1
1069,4557,U5128@DOM1
4049,1456,U5129@DOM1
3460,1767,U5130@DOM1
1684,3229,U5131@DOM1
796,6055,U5132@DOM1
5893,658,U5134@DOM1
9073,60,U5135@C7753
869,5398,U5136@DOM1
7495,232,U5137@DOM1
2176,2663,U5139@DOM1
943,5027,U513@DOM1
6320,514,U5140@DOM1
7167,293,U5141@DOM1
1307,3894,U5142@DOM1
7122,301,U5143@DOM1
2180,2661,U5144@DOM1
106,37881,U5145@DOM1
4785,1113,U5146@DOM1
2370,2487,U5147@DOM1
6706,399,U5148@DOM1
1430,3631,U5149@DOM1
3491,1750,U514@DOM1
3846,1569,U5150@DOM1
3002,2042,U5151@DOM1
3912,1535,U5152@DOM1
5167,934,U5153@DOM1
495,11129,U5154@DOM1
2448,2418,U5155@DOM1
131,34935,U5156@DOM1
5541,787,U5157@DOM1
4381,1299,U5158@DOM1
4270,1351,U5159@DOM1
2952,2070,U515@DOM1
7352,258,U5160@DOM1
3712,1635,U5161@DOM1
3405,1792,U5162@DOM1
9539,38,U5163@DOM1
451,12488,U5164@DOM1
5949,635,U5165@DOM1
2828,2142,U5166@DOM1
1634,3315,U5167@DOM1
4003,1481,U5168@DOM1
1787,3098,U5169@DOM1
491,11259,U5170@DOM1
7730,197,U5171@DOM1
8298,125,U5172@DOM1
4920,1048,U5173@DOM1
1711,3194,U5174@DOM1
9748,30,U5175@DOM1
2958,2068,U5176@DOM1
6040,609,U5177@DOM1
355,17285,U5178@DOM1
8051,152,U5179@DOM1
477,11587,U517@DOM1
3789,1601,U5180@DOM1
6311,518,U5181@DOM1
7026,320,U5182@C12425
7926,169,U5182@C1957
659,7747,U5183@DOM1
358,16987,U5184@DOM1
3638,1676,U5185@DOM1
1905,2947,U5186@DOM1
3857,1562,U5187@DOM1
4965,1021,U5188@DOM1
1793,3090,U5189@DOM1
5196,923,U518@DOM1
9183,55,U5190@DOM1
3125,1965,U5191@DOM1
6357,504,U5192@DOM1
63,61217,U5193@DOM1
4210,1376,U5194@DOM1
7418,246,U5195@DOM1
10002,22,U5196@DOM1
6832,366,U5197@DOM1
5188,926,U519@DOM1
4755,1125,U51@DOM1
7378,253,U5200@DOM1
614,8735,U5201@DOM1
2444,2420,U5202@DOM1
5930,641,U5203@DOM1
4499,1241,U5204@DOM1
700,7209,U5205@DOM1
9442,42,U5206@DOM1
7665,206,U5207@DOM1
1483,3536,U5208@DOM1
1376,3739,U5209@DOM1
438,13269,U520@DOM1
1560,3403,U5210@DOM1
2495,2383,U5211@DOM1
6813,370,U5212@DOM1
3451,1771,U5213@DOM1
3164,1943,U5214@DOM1
6602,429,U5215@DOM1
4538,1220,U5216@DOM1
3661,1666,U5217@DOM1
3885,1547,U5218@DOM1
4279,1348,U5219@DOM1
7064,311,U521@DOM1
8788,79,U5220@DOM1
906,5218,U5221@DOM1
2905,2096,U5222@DOM1
3814,1585,U5223@DOM1
3646,1673,U5224@DOM1
10389,10,U5225@DOM1
9075,60,U5226@DOM1
4844,1085,U5227@DOM1
4926,1042,U5228@DOM1
4941,1033,U5229@DOM1
2126,2720,U522@DOM1
3905,1538,U5230@DOM1
4115,1426,U5231@DOM1
4781,1114,U5232@DOM1
3122,1965,U5233@DOM1
9579,37,U5234@C24092
8151,141,U5234@DOM1
3786,1602,U5235@DOM1
7324,262,U5237@DOM1
4700,1148,U5238@DOM1
3837,1572,U5239@DOM1
6400,494,U523@DOM1
1331,3849,U5240@DOM1
1276,3952,U5241@DOM1
1265,3966,U5242@DOM1
3562,1708,U5243@DOM1
1739,3165,U5244@DOM1
2462,2409,U5245@DOM1
8034,154,U5246@DOM1
6404,492,U5247@DOM1
3464,1765,U5249@DOM1
46,76732,U524@DOM1
3513,1737,U5250@DOM1
5118,959,U5251@DOM1
4322,1329,U5252@DOM1
1282,3940,U5253@DOM1
1429,3633,U5254@DOM1
1648,3291,U5255@DOM1
8091,148,U5256@DOM1
4902,1056,U5257@DOM1
3012,2032,U5258@DOM1
3470,1762,U5259@DOM1
9457,41,U525@C21709
9765,30,U525@C23757
9500,39,U525@C3605
10212,15,U525@C4539
721,6957,U525@DOM1
5996,621,U5260@DOM1
3358,1821,U5261@DOM1
9982,23,U5262@DOM1
2734,2205,U5263@DOM1
2084,2758,U5264@DOM1
2665,2250,U5265@DOM1
5767,702,U5266@DOM1
6887,355,U5267@DOM1
4446,1264,U5268@DOM1
6929,343,U5269@DOM1
4119,1424,U526@DOM1
5787,697,U5270@DOM1
4091,1434,U5271@DOM1
4474,1254,U5272@DOM1
1092,4483,U5273@DOM1
1144,4316,U5274@DOM1
7020,321,U5275@DOM1
1170,4228,U5276@DOM1
6697,403,U5277@DOM1
2207,2625,U5278@DOM1
2770,2176,U5279@DOM1
7883,175,U527@DOM1
4892,1061,U5280@DOM1
6236,544,U5281@DOM1
3118,1968,U5282@DOM1
3213,1914,U5283@DOM1
6483,469,U5284@DOM1
6675,406,U5285@DOM1
4820,1094,U5286@DOM1
746,6568,U5287@DOM1
4361,1311,U5288@C12652
9369,45,U5289@DOM1
8738,84,U528@DOM1
3476,1757,U5290@DOM1
8110,145,U5291@DOM1
1775,3111,U5292@DOM1
5018,1003,U5293@DOM1
1936,2917,U5294@DOM1
2861,2115,U5295@DOM1
3973,1500,U5296@DOM1
9945,24,U5297@DOM1
2724,2210,U5298@DOM1
1829,3039,U5299@DOM1
3116,1970,U529@DOM1
3859,1560,U52@DOM1
4432,1270,U5300@DOM1
2889,2106,U5301@C12490
6284,526,U5302@DOM1
3997,1485,U5303@DOM1
5950,635,U5304@DOM1
8303,124,U5305@DOM1
1597,3361,U5306@DOM1
9543,38,U5307@DOM1
3386,1806,U5309@DOM1
1121,4383,U530@DOM1
4573,1204,U5310@DOM1
9548,38,U5311@DOM1
4963,1022,U5312@DOM1
8144,141,U5314@DOM1
7081,308,U5315@DOM1
7914,171,U5316@DOM1
6355,505,U5317@DOM1
3286,1875,U5318@DOM1
3227,1910,U5319@DOM1
541,10069,U531@DOM1
3077,1993,U5320@DOM1
3444,1775,U5321@DOM1
8727,84,U5322@DOM1
680,7477,U5323@DOM1
5458,821,U5324@DOM1
4967,1020,U5325@DOM1
4156,1406,U5327@DOM1
6090,595,U5328@DOM1
3541,1724,U5329@DOM1
8926,69,U532@DOM1
2615,2285,U5330@DOM1
3576,1703,U5331@DOM1
6088,596,U5332@DOM1
1759,3135,U5333@DOM1
3406,1792,U5334@DOM1
1549,3419,U5335@DOM1
6956,337,U5336@DOM1
8932,69,U5337@DOM1
8711,85,U5338@DOM1
1401,3681,U5339@DOM1
2411,2451,U533@DOM1
7094,306,U5340@DOM1
7575,220,U5341@DOM1
8928,69,U5342@DOM1
1133,4358,U5343@DOM1
2421,2445,U5344@DOM1
5300,879,U5345@DOM1
536,10207,U5346@DOM1
5723,717,U5347@DOM1
2536,2349,U5348@DOM1
8495,107,U5349@DOM1
5554,782,U534@DOM1
9688,32,U5350@DOM1
1819,3057,U5351@DOM1
1352,3814,U5352@DOM1
7017,322,U5353@DOM1
6363,503,U5354@DOM1
8177,138,U5355@DOM1
1,679785,U5356@DOM1
4443,1266,U5357@DOM1
7794,188,U5358@DOM1
10026,21,U5359@DOM1
837,5661,U535@DOM1
579,9312,U5362@DOM1
5146,945,U5363@DOM1
6815,369,U5364@DOM1
4227,1372,U5365@DOM1
392,15548,U5366@DOM1
3313,1859,U5367@DOM1
7077,309,U5368@DOM1
5872,666,U5369@DOM1
885,5323,U536@DOM1
1332,3849,U5370@DOM1
5010,1004,U5371@DOM1
4469,1256,U5372@DOM1
10531,5,U5373@C3370
10418,9,U5373@C3983
10364,12,U5373@DOM1
7687,203,U5374@DOM1
2489,2388,U5375@DOM1
5467,818,U5376@DOM1
3473,1759,U5377@DOM1
391,15590,U5378@DOM1
4113,1427,U5379@DOM1
8079,150,U537@DOM1
2630,2279,U5381@DOM1
2622,2283,U5382@DOM1
7753,193,U5383@DOM1
3970,1502,U5384@DOM1
9088,60,U5385@DOM1
7014,323,U5386@DOM1
886,5320,U5387@C12839
7977,163,U5387@C13012
7942,167,U5388@DOM1
7192,288,U5389@DOM1
5620,752,U538@DOM1
6894,353,U5391@DOM1
9797,29,U5392@C15911
5194,925,U5393@DOM1
1632,3318,U5394@DOM1
4454,1262,U5395@DOM1
824,5764,U5396@DOM1
4928,1042,U5397@DOM1
8790,79,U5398@DOM1
5560,781,U5399@DOM1
5640,743,U539@DOM1
7865,177,U53@DOM1
2817,2147,U5400@DOM1
7358,257,U5401@DOM1
10063,20,U5402@DOM1
1267,3964,U5403@DOM1
1358,3782,U5404@DOM1
7922,170,U5405@DOM1
7684,204,U5406@DOM1
6997,327,U5407@DOM1
8743,83,U5409@DOM1
4771,1118,U540@DOM1
5366,853,U5410@DOM1
409,14898,U5411@DOM1
1867,2987,U5412@DOM1
5061,986,U5413@DOM1
2201,2629,U5414@DOM1
4235,1366,U5415@DOM1
2239,2600,U5416@DOM1
9984,23,U5417@DOM1
4840,1086,U5418@DOM1
1735,3166,U5419@DOM1
5819,686,U541@DOM1
7502,231,U5420@DOM1
6879,356,U5421@DOM5
2360,2495,U5422@DOM1
1321,3863,U5423@DOM1
2845,2128,U5424@DOM1
2486,2388,U5425@DOM1
2179,2662,U5426@DOM1
2908,2094,U5427@DOM1
5791,695,U5428@DOM1
10080,19,U5429@DOM1
4032,1467,U542@DOM1
7983,162,U5430@DOM1
5613,755,U5431@DOM1
6324,514,U5432@DOM1
2079,2767,U5433@DOM1
1268,3963,U5434@DOM1
5674,734,U5435@DOM1
7287,268,U5436@C2991
5152,942,U5437@DOM1
483,11410,U5438@DOM1
4077,1441,U543@DOM1
7230,280,U5440@DOM1
3534,1727,U5441@DOM1
644,8195,U5442@DOM1
3924,1526,U5443@DOM1
5590,766,U5445@DOM1
2756,2189,U5446@DOM1
4290,1344,U5448@DOM1
280,20474,U5449@DOM1
4344,1318,U544@DOM1
6052,605,U5450@DOM1
2259,2584,U5451@DOM1
1551,3418,U5452@DOM1
1746,3155,U5453@DOM1
1290,3927,U5454@DOM1
2465,2406,U5455@DOM1
5172,933,U5456@DOM1
5293,880,U5458@DOM1
4779,1115,U5459@DOM1
3530,1728,U545@DOM1
6516,457,U5460@DOM1
5208,918,U5461@DOM1
10105,18,U5462@DOM1
6159,571,U5463@DOM1
1901,2950,U5464@DOM1
9597,36,U5465@DOM1
5909,651,U5466@DOM1
1015,4764,U5467@DOM1
9824,28,U5468@DOM1
8098,147,U5469@DOM1
3378,1810,U546@DOM1
8089,148,U5470@DOM1
6777,381,U5471@DOM1
7059,312,U5472@DOM1
2204,2628,U5473@DOM1
1394,3688,U5474@DOM1
3644,1674,U5475@DOM1
828,5751,U5476@DOM1
4107,1430,U5477@DOM1
6407,492,U5478@DOM1
6889,355,U5479@DOM1
10436,9,U547@C1006
10456,8,U547@C1234
10581,2,U547@C1632
9869,26,U547@C1658
9117,58,U547@C1703
10409,10,U547@C1750
9132,57,U547@C2125
10079,19,U547@C3326
10411,10,U547@C3478
10352,12,U547@C4095
10392,10,U547@C521
1047,4626,U547@DOM1
3428,1781,U547@DOM3
8129,143,U5480@C12761
967,4880,U5480@DOM1
692,7306,U5481@DOM1
7756,192,U5483@DOM1
1424,3643,U5484@DOM1
1782,3101,U5485@DOM1
3911,1535,U5486@DOM1
3824,1578,U5488@DOM1
1411,3669,U548@DOM1
9647,34,U5490@DOM1
3492,1750,U5492@DOM1
3602,1691,U5494@DOM1
8916,70,U5495@DOM1
4817,1095,U5496@DOM1
348,17683,U5497@DOM1
5438,828,U5498@DOM1
8533,104,U5499@DOM1
57,66410,U549@DOM1
9251,51,U54@DOM1
2367,2488,U5500@DOM1
6840,365,U5501@DOM1
5922,646,U5502@DOM1
5355,857,U5503@DOM1
145,34064,U5504@DOM1
5961,631,U5506@DOM1
7748,194,U5508@DOM1
2821,2146,U5509@DOM1
10380,11,U550@C15522
7509,229,U550@DOM1
1223,4094,U5510@DOM1
156,33353,U5513@DOM1
4893,1061,U5514@DOM1
331,18222,U5516@DOM1
2274,2569,U5517@DOM1
2522,2363,U5519@DOM1
1771,3116,U551@DOM1
4746,1127,U5520@DOM1
1346,3826,U5521@DOM1
7958,165,U5522@DOM1
648,8031,U5523@DOM1
3949,1512,U5524@DOM1
618,8572,U5525@DOM1
3250,1892,U5526@C13016
657,7790,U5527@DOM1
4917,1049,U5528@C12759
8617,96,U5529@DOM1
6898,353,U552@DOM1
3640,1675,U5530@DOM1
4065,1446,U5531@DOM1
6922,345,U5532@DOM1
1725,3180,U5533@DOM1
2455,2412,U5534@DOM1
1790,3093,U5535@DOM1
5559,781,U5536@DOM1
580,9286,U5537@DOM1
2461,2409,U5538@DOM1
8644,93,U5539@DOM1
101,39517,U553@DOM1
7328,261,U5540@DOM1
287,20020,U5541@DOM1
4167,1397,U5542@DOM1
1972,2883,U5543@DOM1
7471,236,U5544@DOM1
4313,1333,U5545@DOM1
2548,2337,U5546@DOM1
3517,1735,U5547@DOM1
6782,380,U5548@DOM1
7200,287,U5549@DOM1
5009,1005,U554@DOM1
6586,434,U5550@DOM1
5499,806,U5551@DOM1
2852,2123,U5552@DOM1
4677,1158,U5553@DOM1
1114,4392,U5554@DOM1
10341,12,U5555@DOM1
3380,1809,U5556@DOM1
6836,366,U5557@DOM1
8405,116,U5558@DOM1
1543,3428,U5559@DOM1
2412,2451,U555@DOM1
5383,847,U5560@DOM1
2127,2719,U5561@DOM1
9526,38,U5562@C13032
6176,566,U5562@DOM1
7442,239,U5563@DOM1
1369,3760,U5564@DOM1
2934,2078,U5565@DOM1
5126,954,U5566@DOM1
5140,948,U5567@DOM1
2736,2204,U5568@DOM1
639,8284,U5569@DOM1
8426,115,U556@DOM1
567,9541,U5570@DOM1
3527,1731,U5571@DOM1
5515,798,U5572@DOM1
1027,4705,U5573@DOM1
2482,2391,U5574@DOM1
6360,504,U5575@DOM1
1363,3771,U5576@DOM1
10050,20,U5578@DOM1
8670,90,U5579@DOM1
2652,2261,U557@DOM1
7468,236,U5580@DOM1
6388,496,U5582@DOM1
3459,1767,U5584@DOM1
6998,327,U5585@DOM1
4678,1158,U5586@DOM1
4470,1255,U5587@DOM1
345,17776,U5589@DOM1
4348,1317,U558@DOM1
4012,1475,U5590@DOM1
3412,1790,U5591@DOM1
3717,1633,U5592@DOM1
7110,302,U5593@DOM1
6163,570,U5594@DOM1
2106,2741,U5595@DOM1
8026,156,U5596@DOM1
3409,1791,U5597@DOM1
9100,59,U5598@DOM1
6156,572,U5599@DOM1
7611,214,U559@DOM1
5701,725,U55@DOM1
4214,1375,U5600@DOM1
4932,1037,U5601@DOM1
4580,1201,U5602@DOM1
7429,242,U5603@DOM1
23,115812,U5604@DOM1
4879,1071,U5605@DOM1
3438,1777,U5606@DOM1
1125,4371,U5607@DOM1
9555,37,U5608@DOM1
3560,1709,U5609@DOM1
2003,2839,U560@DOM1
7055,313,U5610@DOM1
5374,851,U5611@DOM1
6862,359,U5612@DOM1
9273,49,U5613@DOM1
6948,340,U5614@DOM1
9441,42,U5615@DOM1
1658,3266,U5616@DOM1
8830,76,U5617@DOM1
2563,2323,U5619@DOM1
3713,1634,U561@DOM1
874,5368,U5620@DOM1
4137,1415,U5621@DOM1
2898,2100,U5622@DOM1
9213,53,U5623@DOM1
5003,1007,U5624@DOM1
2326,2523,U5625@DOM1
7997,159,U5626@DOM1
1299,3910,U5627@DOM1
3627,1678,U5628@DOM1
2464,2406,U562@DOM1
3617,1683,U5630@DOM1
3299,1865,U5631@DOM1
2830,2142,U5632@DOM1
1203,4151,U5633@DOM1
4760,1122,U5634@DOM1
1002,4796,U5635@DOM1
1439,3616,U5638@DOM1
712,7071,U5639@DOM1
1229,4071,U563@DOM1
6421,488,U5640@DOM1
8361,119,U5642@DOM1
8237,131,U5643@DOM1
6464,475,U5644@DOM1
1495,3512,U5645@DOM1
7303,266,U5646@DOM1
3662,1666,U5647@DOM1
51,73463,U5648@DOM1
4082,1440,U5649@DOM1
685,7417,U564@DOM1
2219,2615,U5650@DOM1
7811,184,U5651@DOM1
3945,1514,U5653@DOM1
3665,1665,U5654@C13252
9482,40,U5655@DOM1
5275,888,U5656@C13283
10142,17,U5656@C1434
